Genome	PSM count	Peptide count	Unique peptide count	GTDB_Name	GTDB_Rank	GTDB_Superkingdom	GTDB_Kingdom	GTDB_Phylum	GTDB_Class	GTDB_Order	GTDB_Family	GTDB_Genus	GTDB_Species	NCBI_Name	NCBI_Rank	NCBI_Superkingdom	NCBI_Kingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	Intensity 10_18	Intensity 10_9	Intensity 11_18	Intensity 11_9	Intensity 12_18	Intensity 12_9	Intensity 13_18	Intensity 13_9	Intensity 14_18	Intensity 14_9	Intensity 15_18	Intensity 15_9	Intensity 16_18	Intensity 16_9	Intensity 17_18	Intensity 17_9	Intensity 18_18	Intensity 18_9	Intensity 9_18	Intensity 9_9
MGYG000301488	601	31	5	UBA1081	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1081												5575523.076923077	0.0	1759219.2307692308	2425400.0	4870807.692307692	423410.0	6964800.0	630940.0	903800.0	0.0	0.0	0.0	145642.3076923077	0.0	0.0	0.0	0.0	0.0	1.3214515384615384E7	0.0
MGYG000301128	9694	825	62	Gemmiger variabilis_B	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger variabilis_B	Gemmiger	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales		Gemmiger		1.9376691447960374E9	2.1935183575757578E7	1.3165933642925408E9	9.87185795E7	6.186616914393939E8	9.907261966666666E7	1.4423034647307692E9	1.576645233333333E8	1.531262369811022E9	3.7692335333333336E7	1.2911587889264069E9	8.876251E7	1.5376558489860141E9	9.338135E7	2.097147574084249E9	2.9119829833333332E7	9.145034818030301E8	2.4110405666666664E7	1.7753071281089745E9	2.1971341333333332E7
MGYG000301007	3167	201	63	Collinsella sp002391315	Species	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002391315	Collinsella	Genus	Bacteria		Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		1.53287609E8	1008700.0	2.5539319E8	9530640.0	1.9188912E8	8628450.0	2.2304163E8	1.2767501E7	1.880805E8	1.0063795E7	1.3077635E8	6750010.0	6.903762E8	2.83754E7	1.8573117E8	5050220.0	1.2960209E8	3533693.0	1.980859E8	5106930.0
MGYG000301249	909	46	6	Bulleidia intestinalis	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia intestinalis	Erysipelotrichaceae	Family	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			2.0324888888888888E7	92138.88888888889	7656990.0	255433.33333333334	1.1627942222222222E7	4158411.111111111	1.3338012222222222E7	1523522.2222222222	2.9221592222222224E7	265744.44444444444	2.5384522222222224E7	0.0	2.2361046666666668E7	48094.444444444445	3242022.222222222	0.0	2744500.0	0.0	4.011158888888889E7	145755.55555555556
MGYG000303303	1294	105	9	Weimeria sp900317825	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Weimeria	Weimeria sp900317825	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			9806140.793650795	0.0	1.4280718412698412E7	1433250.0	3002250.0	262270.0	5815900.0	643000.0	7376206.666666667	0.0	3952933.3333333335	3386700.0	2.1801194444444444E7	0.0	5776231.746031746	9954900.0	1.63576E7	0.0	3.412727492063492E7	0.0
MGYG000302338	804	70	6	RGIG9608 sp017456885	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RGIG9608	RGIG9608 sp017456885	Paludibacteraceae	Family	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae			2.44116E7	2682390.0	3.61946E7	1624500.0	3.85916E7	1975600.0	1.21809E7	2815800.0	9100000.0	3202400.0	2.05562E7	2884100.0	1.19087E7	3113800.0	4.69834E7	1215700.0	6.07506E7	854450.0	1.2056E7	0.0
MGYG000300039	561	42	16	Treponema_D sp016293645	Species	Bacteria		Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016293645	Treponema	Genus	Bacteria		Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema		1.52996E7	665310.0	8881600.0	2650097.5	2541000.0	2.9872725E7	6.8657893E8	3.3016475E7	2.56860965E8	1871600.0	2.8273E7	1.7501275E7	2.85339725E8	1.0245865E7	7665000.0	2743560.0	2602700.0	8669405.0	1.0380416E8	1.0567412E7
MGYG000302579	551	37	16	Eubacterium_R	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R												1121920.0	0.0	5543300.0	0.0	118230.0	0.0	4.825577E7	0.0	1.254943E7	0.0	5478480.0	0.0	2923840.0	0.0	1.42243E7	136080.0	1.25045E7	0.0	2.70697E7	0.0
MGYG000302570	827	46	5	Coprenecus	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus												2.544895E7	139130.0	2005200.0	0.0	202320.0	0.0	6665500.0	0.0	0.0	348200.0	1701900.0	0.0	0.0	60625.0	0.0	7175000.0	0.0	225700.0	0.0	0.0
MGYG000301360	1496	70	8	CAG-170 sp003516765	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp003516765	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				3172700.0	0.0	2.32248E7	0.0	9013400.0	0.0	1.23262E7	4453600.0	4380600.0	0.0	7.20081E7	0.0	9330300.0	0.0	9059500.0	0.0	2.17731E7	0.0	8086300.0	0.0
MGYG000300392	7505	956	608	Bulleidia sp016293365	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp016293365	Bulleidia	Genus	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia		3.5897195197460318E9	2.534574688888889E8	1.6566662303174603E9	2.629037081904762E8	1.5922607622222223E9	2.482018611111111E8	2.0175516536507938E9	4.483811412222222E8	2.723968776428571E9	3.710295314444444E8	1.2005217166507938E9	1.529127E8	2.0780131935238097E9	3.9722481815873015E8	1.4553057422222223E9	2.91632188E8	1.81349079E9	1.87599831E8	4.923009630460318E9	2.1308571998412699E8
MGYG000300150	5060	344	122	Oribacterium sp004554245	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp004554245	Oribacterium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium		3.435567524908425E8	7287670.0	2.1529856945054945E8	9.22465E7	5.751829112857143E8	1.4881121E8	3.104399292307692E8	8.41272E7	2.121903746703297E8	3.704954E7	6.9328301E8	4.132219E7	3.059035630769231E8	2.952716E7	6.147728238461539E8	1.880534E7	3.0211717E8	2.9127909E7	4.4233122673992676E8	3.45441E7
MGYG000303661	302	23	3	SIG499 sp016303065	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	QAMX01	SIG499	SIG499 sp016303065	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				3.41676E7	518920.0	4.58381E7	5.6838E7	3.01785E7	4.3067E7	4.455195E7	1.4242E8	2.841575E7	6.0289E7	6.5704E7	528140.0	3.1868E7	5.6074E7	3.420525E7	7.7351E7	4.342235E7	5.6153E7	4.027925E7	6.1482E7
MGYG000300272	3698	253	21	Mediterraneibacter faecis	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecis	[Ruminococcus] torques	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	6.787061364560439E7	387233.14285714284	6.727977897435898E7	1734150.0	4.944996428571428E7	706075.0	5.340762942918193E7	1982929.0	5.422991211080586E7	420660.0	2.5515329464285713E7	760595.7142857143	3.138415248168498E7	3087257.285714286	4.044708461996338E7	564108.5714285715	2.9150326666666668E7	1591028.5714285714	2.1703492047008544E8	132050.0
MGYG000302451	1050	93	4	Faecousia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia												2.8214075833333336E7	0.0	1.5098799166666666E7	0.0	4929650.916666666	0.0	4.274294666666667E7	0.0	4.23435875E7	0.0	8247465.833333333	0.0	2.0893372833333336E7	506180.0	5807475.0	0.0	2343575.0	403465.0	1.8552071666666664E7	296900.0
MGYG000302330	784	53	4	UBA1436 sp002329395	Species	Bacteria		Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	UBA1436 sp002329395	Elusimicrobia	Class	Bacteria		Elusimicrobia	Elusimicrobia					8350030.0	0.0	3.60382E7	1968900.0	338805.0	229855.0	2.50947E7	2239000.0	1.45234E7	0.0	3.5156E7	3217300.0	2.381E7	0.0	8434600.0	0.0	0.0	444040.0	1.53876E7	2783600.0
MGYG000303543	969	40	4	CAG-1782 sp016297005	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	DTU072	CAG-1782	CAG-1782 sp016297005	Clostridia	Class	Bacteria		Firmicutes	Clostridia					2170350.0	0.0	1692950.0	0.0	1093900.0	0.0	1665980.0	0.0	3270550.0	0.0	1503000.0	0.0	1796400.0	0.0	1103450.0	0.0	0.0	0.0	1.361286E7	0.0
MGYG000301487	2458	205	23	Limivivens sp900066135	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Limivivens	Limivivens sp900066135	Clostridium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		3.7019984340269667E8	8967675.0	2.5751689657142857E8	1.5446464285714285E7	2.2835469857142857E8	3593038.5714285714	2.741664220526849E8	5568900.0	2.8908170797568387E8	6849000.0	2.2717887123809522E8	8777719.846153846	1.9271970638297874E8	5828190.0	1.7098148149949342E8	3814950.0	1.3514352428571427E8	7551150.0	3.984042851975684E8	0.0
MGYG000301003	1265	76	5	CAG-83	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83												7165805.128205129	0.0	683455.5555555555	0.0	3205800.0	0.0	5.4734337777777776E7	0.0	919722.2222222222	0.0	210766.66666666666	0.0	0.0	0.0	629800.0	1296880.0	972180.0	1661000.0	81284.61538461539	2196000.0
MGYG000301002	11526	742	205	Streptococcus hyointestinalis	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus hyointestinalis	Streptococcus hyointestinalis	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus hyointestinalis	3.522414783333334E8	1.9984863666666666E8	3.001336366666666E8	1.6846486283333333E9	8.327619091666666E8	4.006982483333333E8	6.110172216666667E8	1.5490598333333334E8	4.79180385E8	2.92553515E8	4.9410145E8	2.7759502716666665E9	5.7152931E8	4.444004616666667E8	3.858241475E8	3.558158333333333E7	2.106361833333333E8	1.1150672E8	4.2855537000000006E8	4.196250733333333E8
MGYG000303421	1233	63	4	Acetatifactor sp016293615	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp016293615	Acetatifactor	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Acetatifactor		7229600.0	0.0	1.2987E7	0.0	0.0	0.0	1.0438E7	0.0	1.3923E7	0.0	2.04088E7	0.0	1.421E7	0.0	4211700.0	0.0	584410.0	0.0	5750100.0	0.0
MGYG000303542	115	7	1	JAEDHM01 sp016296985	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-1252	JAEDHM01	JAEDHM01 sp016296985	Clostridia	Class	Bacteria		Firmicutes	Clostridia					3691500.0	0.0	3215700.0	0.0	2212500.0	0.0	3010600.0	0.0	4872500.0	146320.0	4966900.0	0.0	3112900.0	0.0	3402900.0	0.0	2436900.0	0.0	5492800.0	0.0
MGYG000301379	2984	103	9	Streptococcus suis_W	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis_W	Streptococcus suis	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	8093860.0	0.0	8844700.0	3212660.0	3075566.666666667	382270.0	2.7645766666666664E7	275540.0	2.3848633333333332E7	126900.0	6473633.333333334	0.0	1.114281E7	0.0	9637733.333333334	0.0	604310.0	0.0	4769500.0	0.0
MGYG000302346	15263	1369	147	Gemmiger sp900545545	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900545545	Subdoligranulum variabile	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum variabile	2.780616177039627E9	1.1228248357575758E8	1.60429183952331E9	3.361133485E8	7.772736889650348E8	1.820099196666667E8	1.950202058397436E9	4.703708433333334E8	2.1792580239776893E9	4.023391258333334E8	1.6928007059264069E9	7.7956065E7	1.9466069516270397E9	1.36292941E8	2.0929424657509158E9	5.2747609333333336E7	1.5694239098030307E9	5.9917824333333336E7	2.2730452776602564E9	2.151051078333333E8
MGYG000303438	1385	71	8	RGIG1693 sp016293975	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-138	RGIG1693	RGIG1693 sp016293975	Clostridia	Class	Bacteria		Firmicutes	Clostridia					9311600.0	1324300.0	8.33998E7	0.0	3.087457E7	576290.0	6860720.0	327440.0	1.02537E7	0.0	1.313312E7	0.0	1.6586E7	170390.0	1.298969E7	0.0	3092200.0	0.0	7433130.0	0.0
MGYG000301018	3723	248	21	CAG-45	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45												2.4257979325118145E8	1651153.3333333333	4.427878324675324E7	4668700.0	4728974.696969697	596080.0	8.323859342497928E7	1629800.0	7.493622881551073E7	1088200.0	1.5123721948051948E7	120991.27472527472	8.996292924012159E7	1971114.0	9190176.261398178	349242.85714285716	6105872.380952381	446170.0	3.902445723220042E7	0.0
MGYG000303436	2191	171	17	RGIG4034 sp016293925	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	RGIG4034	RGIG4034 sp016293925	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			5.11773825E7	3807680.0	4.183225E7	1.898585E7	1.9153753E7	0.0	3.504342E7	375850.0	5.14191375E7	2507400.0	4.44695175E7	1002700.0	3.904965E7	5278900.0	3.6743548333333336E7	1234600.0	1.65049E7	1469300.0	9.766084E7	4709200.0
MGYG000303439	3737	229	72	Ligilactobacillus ruminis	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ruminis	Ligilactobacillus ruminis	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ruminis	1.759895714E8	1.139331E7	4.17392E7	5.813598E7	1.17664841E8	1.8872086E8	9.244576E7	6543050.0	1.3964005E8	3.8000658E7	2.6011969E8	1.657709E7	6.1350451E7	1.48303389E9	5.556906E7	2.370906E7	7.5284942E7	3.230827E7	3.03396464E8	8.477162E7
MGYG000301373	14051	1192	270	Prevotella sp900552515	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900552515	Prevotella	Genus	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		2.4738620081926403E9	4.708869285714286E7	1.4639888477380953E9	8.686573227272727E7	1.7086190999595962E9	1.1984842714285715E8	2.1871766396681094E9	1.9979502151515153E8	1.7417499423953822E9	1.0582426545454545E8	1.4905976483116882E9	3.995543181818182E7	1.579254087041847E9	1.2723789564935064E8	1.8356721436580088E9	5.412457155844156E7	1.5640164677857146E9	5.268883545454545E7	1.6834250502525253E9	6.089220727272727E7
MGYG000301252	1030	30	3	Eubacterium_T saphenum_A	Species	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_T	Eubacterium_T saphenum_A	Bacteria	Subkingdom	Bacteria								1.70785E7	1285200.0	2117700.0	2.105E7	954040.0	2190200.0	6093900.0	665620.0	1184100.0	0.0	4974600.0	689210.0	471770.0	1191900.0	3939200.0	510870.0	0.0	832770.0	1.43819E7	530980.0
MGYG000301251	6190	587	109	Mitsuokella multacida	Species	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida	Mitsuokella multacida	Species	Bacteria		Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida	8.027923490070921E8	1.37850615E8	1.7855628333333333E9	8.26666625E7	7.562519323333333E8	7.202521325E8	5.511756359574468E8	5.575885775E8	1.7084142257092202E8	3.78491965E7	5.874340216666667E8	1.189464275E8	5.377154955496454E8	1.499024125E8	1.223034191737589E9	6.7216874E7	4.660633766666667E8	7.984575E7	1.320350154007092E9	3.4564634E8
MGYG000302461	1218	84	34	HGM20899 sp900767005	Species	Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	HGM20899	HGM20899 sp900767005	Ruminobacter	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Ruminobacter		3.65369E7	5360625.0	2.615312333333333E8	3.110081E7	1.688298E7	1221390.0	3.362614733333333E8	7218120.0	1.522908666666667E8	80580.0	8.188160533333333E8	8767900.0	2.3982305E8	7688480.0	1.2949735E8	348375.0	3.680765E7	2874130.0	4.31663E7	3182000.0
MGYG000301254	9150	968	146	Lactobacillus equicursoris	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus equicursoris	Lactobacillus equicursoris	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus equicursoris	3.5731018750000006E8	4.7043706333333336E7	3.538807133333334E8	3.1579045E7	9.063213666666666E8	4.090540206666666E8	3.333776166666667E8	3.756783E7	2.703917325E8	1.434324E7	2.75135065E8	5.3091695E7	2.40831079E8	1.3793798666666666E8	2.5258587416666666E8	3.257702E7	2.862569273333333E8	4.871847485E8	6.718242008333333E8	1.0413349E8
MGYG000302101	2798	119	12	CAG-841 sp000437375	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-272	CAG-841	CAG-841 sp000437375	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				5.74775125E7	0.0	1.605322875E8	0.0	3.123067E7	2292700.0	1.9539745E7	256430.0	2.804109E7	235320.0	4.4440575E7	75443.0	6.40242425E7	0.0	8.757453E7	0.0	6.170393E7	2575110.0	1.414839875E8	0.0
MGYG000302585	1167	59	5	Eubacterium_R	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R												3.726434080196399E7	662020.0	1.630325E7	0.0	2849900.0	0.0	9828135.957446808	390935.0	3.069712340425532E7	729500.0	1.57614E7	0.0	9813606.382978724	1331200.0	1.706752340425532E7	0.0	2624750.0	0.0	1.3210486955810148E7	524750.0
MGYG000301495	1234	44	6	CAG-269 sp900551615	Species	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp900551615	Clostridium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		2268150.0	0.0	4985920.0	0.0	1.3089E7	0.0	4824890.0	0.0	2.8627457E7	0.0	2679900.0	0.0	116890.0	0.0	5548000.0	0.0	4974150.0	0.0	2.899246E7	0.0
MGYG000302100	463	8	1	CAG-826	Family	Bacteria		Firmicutes	Bacilli	RFN20	CAG-826													0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000301256	1138	42	2	Limosilactobacillus sp002299975	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus sp002299975	Limosilactobacillus reuteri	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	1.0381503333333334E7	0.0	46823.333333333336	875950.0	4.449598E7	8485560.0	4283640.0	1898200.0	5674660.0	537350.0	4126416.6666666665	547050.0	7014643.333333333	1200050.0	5108203.333333333	180860.0	7593510.0	6993000.0	7339736.666666667	1772400.0
MGYG000303432	728	25	2	JAEDDG01 sp016293865	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	JAEDDG01	JAEDDG01 sp016293865	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			1.2416215801963994E7	0.0	2.5555E7	0.0	0.0	0.0	5181835.957446809	0.0	688473.4042553192	110180.0	1509625.0	0.0	4206.382978723404	0.0	4051428.404255319	0.0	0.0	0.0	1220711.9558101473	0.0
MGYG000301380	4508	275	78	UBA737	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737												4.481605357142857E7	7378430.0	1.187813E8	2.661592E7	2.254594E7	1.045468E7	4.3384477404761904E8	2.610082E7	1.1268100476190476E8	1.1145725E7	4.716028785714286E7	8023340.0	6.6702506428571425E7	1.16792E7	1.1232219285714285E7	5755100.0	2.737319476190476E7	4979120.0	4.818418714285714E7	3.98983E7
MGYG000303603	995	27	2	RUG13091 sp016298185	Species	Bacteria		Firmicutes	Bacilli	RFN20	CAG-826	RUG13091	RUG13091 sp016298185	Bacilli	Class	Bacteria		Firmicutes	Bacilli					1.591635E7	0.0	1.78398E7	0.0	3.0395E7	0.0	2.46916E7	0.0	1.3855E7	0.0	2.61978E7	0.0	1.65604E7	0.0	2.36565E7	0.0	1.80018E7	0.0	2.60464E7	0.0
MGYG000301788	11666	1294	295	Faecousia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia												5.6338619584920635E9	1.0525050366666666E8	3.5201092741071415E9	3.1303349085714287E8	1.696271143916667E9	1.4448293833333334E8	5.193740760595241E9	2.91305195E8	6.335225944003968E9	1.0099699733333333E8	2.144795717642857E9	9.142058484615383E7	3.047477543259921E9	1.2889125771428572E8	1.1124264383333335E9	1.3368386066666667E8	1.3496229146666665E9	1.1373401504761906E8	3.702778018909035E9	6.2451201428571425E7
MGYG000301667	368	20	4	Helicobacter_F sp002287135	Species	Bacteria		Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_F	Helicobacter_F sp002287135	Helicobacter equorum	Species	Bacteria		Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter equorum	1692100.0	723110.0	1.00204E7	410950.0	1495200.0	0.0	4394130.0	0.0	3967800.0	0.0	3541530.0	0.0	0.0	0.0	1.299853E7	0.0	3553370.0	0.0	0.0	0.0
MGYG000301666	4852	543	157	Faecousia sp017622995	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp017622995	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			2.028455674801587E9	3.87452E7	8.826248227619047E8	2.8996448E7	2.807167866666666E8	2.760057E7	7.241352357777778E8	6.327378E7	2.162409386825397E9	2.903109E7	2.5260170638095236E8	3.1594560846153848E7	6.202775014444445E8	2.8564281E7	2.1675019E8	2.466038E7	1.420357E8	2.2171421714285713E7	6.142602548931625E8	2.0727724E7
MGYG000301424	845	44	11	Treponema_D sp900770075	Species	Bacteria		Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp900770075	Treponema	Genus	Bacteria		Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema		228220.0	0.0	4.44467E7	120890.0	0.0	0.0	7802437.0	0.0	3037970.0	0.0	5811100.0	0.0	1599400.0	0.0	2100900.0	123800.0	0.0	0.0	2894380.0	0.0
MGYG000301306	625	17	2	UBA3210	Genus	Bacteria		Firmicutes	Bacilli	RFN20	CAG-449	UBA3210												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16591E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000301426	3718	284	26	Prevotella sp002299275	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002299275	Prevotella	Genus	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		2.5073939714257964E8	1.3690435E7	2.3612117200854698E8	3.411242477272727E7	5.723511198523699E7	6172370.0	3.4456786085858583E8	2.884023318181818E7	2.2894814382395384E8	1.5148582454545455E7	2.1238131295454547E8	1.1610078818181818E7	1.0795448776223776E8	8966758.863636363	2.1103697945165947E8	3379987.2727272725	4.696142650793651E7	8464102.954545453	3.9893047254190254E8	3144789.7727272725
